salary,age,elevel,car,zipcode,credit,brand
111242.2776,43,Some College,BMW,Mid-Atlantic,282646.0201,Acer
83776.5924,58,Less than High School Degree,Mitsubishi,West South Central,71840.70849,Acer
121055.1098,46,High School Degree,Cadillac,Pacific,322270.4801,Acer
111670.2267,74,High School Degree,Dodge,West North Central,90489.24466,Sony
38940.3479,46,Less than High School Degree,Ford,West South Central,164646.6212,Sony
45918.48201,20,"Master's, Doctoral or Professional Degree",Mercedes Benz,Pacific,79389.48576,Sony
27422.3447,57,Less than High School Degree,Mazda,South Atlantic,0.0,Sony
24347.9063,61,"Master's, Doctoral or Professional Degree",Nissan,Mountain,394682.9474,Acer
141764.4709,35,Some College,Kia,Mid-Atlantic,66832.57439,Sony
107878.9726,34,Less than High School Degree,Cadillac,Pacific,246125.702,Sony
136602.5779,35,Less than High School Degree,Mercedes Benz,Mid-Atlantic,197951.4793,Sony
36841.64527,61,Some College,Buick,Pacific,202644.8776,Acer
144362.1759,33,High School Degree,Chevrolet,East North Central,355338.0352,Sony
122292.9823,65,High School Degree,Ford,Pacific,182708.9417,Sony
150000.0,39,High School Degree,Mitsubishi,East South Central,119055.5892,Sony
69927.54078,36,4-Year College Degree,Buick,Pacific,275285.6287,Acer
61903.15599,72,High School Degree,None of the above,West South Central,310342.9883,Acer
39872.2757,33,Less than High School Degree,Nissan,New England,18700.27651,Sony
63760.67341,29,Some College,Jeep,Mid-Atlantic,206491.531,Acer
143631.3481,75,Some College,BMW,Pacific,352649.4836,Sony
27086.43653,77,High School Degree,Kia,Pacific,1877.424261,Acer
95243.01469,37,"Master's, Doctoral or Professional Degree",Ford,Pacific,216364.3458,Acer
75470.18205,48,4-Year College Degree,Kia,Pacific,249446.4136,Acer
63498.89474,47,Less than High School Degree,Jeep,Mid-Atlantic,280906.8197,Sony
135532.8632,72,Less than High School Degree,Ford,Pacific,20370.51534,Sony
51181.84227,29,Some College,Mazda,West North Central,237284.4634,Sony
89573.48933,38,4-Year College Degree,Cadillac,East North Central,116463.5938,Acer
137400.2393,24,High School Degree,Lincoln,West South Central,500000.0,Sony
113636.726,40,4-Year College Degree,Toyota,Mountain,148004.9162,Acer
87160.47888,69,Less than High School Degree,Honda,New England,392554.4394,Sony
130460.6798,63,High School Degree,Buick,Pacific,163980.4276,Sony
23683.45134,24,High School Degree,Hyundai,South Atlantic,260544.4944,Sony
55945.95374,43,Some College,Chrysler,Mountain,160191.8382,Sony
80185.30176,71,4-Year College Degree,Honda,Pacific,133255.6115,Sony
80684.54842,71,High School Degree,Kia,Pacific,307907.8397,Sony
150000.0,57,Some College,Nissan,East North Central,336198.5255,Sony
111482.9709,78,High School Degree,Cadillac,West North Central,453014.3668,Sony
146970.4212,37,4-Year College Degree,Mitsubishi,Mountain,226556.9133,Sony
26883.84194,75,Less than High School Degree,Chrysler,New England,241638.5414,Sony
82074.11619,52,"Master's, Doctoral or Professional Degree",Ford,East North Central,25525.8056,Acer
38300.85987,66,Some College,Ford,Mountain,75951.20845,Acer
138949.7307,28,4-Year College Degree,Mercedes Benz,Pacific,433635.4431,Sony
148746.9214,66,Less than High School Degree,Nissan,Mid-Atlantic,137614.2707,Sony
93040.54304,58,4-Year College Degree,Honda,East South Central,38909.25368,Acer
28702.17428,54,Less than High School Degree,Ram,Mid-Atlantic,473117.7836,Sony
60447.4809,79,High School Degree,Cadillac,New England,68146.62712,Acer
58080.57408,70,High School Degree,Toyota,Mid-Atlantic,30150.58996,Acer
105290.2987,50,"Master's, Doctoral or Professional Degree",Subaru,Pacific,50289.33855,Acer
58070.64922,67,Some College,Hyundai,South Atlantic,231947.3307,Acer
64047.66793,80,"Master's, Doctoral or Professional Degree",Chevrolet,South Atlantic,475993.0762,Acer
106896.3922,59,4-Year College Degree,BMW,Mountain,330226.7837,Acer
20000.0,50,"Master's, Doctoral or Professional Degree",Mitsubishi,East North Central,237939.8992,Sony
40952.53563,27,4-Year College Degree,Dodge,South Atlantic,474940.8258,Sony
137686.0961,74,4-Year College Degree,Mitsubishi,South Atlantic,456801.2256,Sony
149540.6765,36,High School Degree,Lincoln,Mid-Atlantic,337248.0269,Sony
100267.1572,24,Less than High School Degree,Jeep,East North Central,101275.1626,Sony
39026.01117,51,4-Year College Degree,Mazda,Mountain,150120.861,Sony
96243.30732,28,Some College,Nissan,East South Central,425749.0513,Acer
72510.53486,47,Some College,BMW,East North Central,61937.12223,Sony
20000.0,45,High School Degree,Mazda,West North Central,146461.6954,Sony
104658.3691,78,"Master's, Doctoral or Professional Degree",Jeep,Pacific,429514.2788,Sony
143383.2453,36,Some College,BMW,New England,46960.97088,Sony
141849.4281,52,High School Degree,Chevrolet,West North Central,250656.1778,Sony
57023.29561,53,Some College,Jeep,Pacific,101069.4934,Sony
130255.0158,80,High School Degree,Kia,East South Central,369930.899,Sony
119492.7013,38,"Master's, Doctoral or Professional Degree",Subaru,Mid-Atlantic,85097.79496,Acer
20000.0,68,Some College,Chrysler,Pacific,338216.1631,Sony
138042.5107,39,4-Year College Degree,Chevrolet,East South Central,59024.78783,Sony
145442.4232,60,High School Degree,Mitsubishi,Pacific,301628.7267,Sony
48825.74801,63,"Master's, Doctoral or Professional Degree",Chrysler,West South Central,29219.41669,Acer
145815.8271,74,4-Year College Degree,Ford,Mid-Atlantic,413202.8196,Sony
70847.91804,52,4-Year College Degree,Ram,East South Central,26410.89445,Sony
135284.1794,53,"Master's, Doctoral or Professional Degree",Nissan,West North Central,54952.60909,Sony
70568.73052,36,"Master's, Doctoral or Professional Degree",Ram,South Atlantic,438439.5817,Acer
101298.6718,20,"Master's, Doctoral or Professional Degree",Dodge,West North Central,256461.9793,Sony
100793.1147,26,4-Year College Degree,Ford,South Atlantic,367619.6941,Sony
42974.00718,24,Less than High School Degree,Nissan,Pacific,379053.822,Sony
27073.87428,22,Some College,Jeep,West South Central,232690.005,Sony
39613.24559,55,High School Degree,Subaru,Pacific,209346.7608,Sony
67603.67889,25,4-Year College Degree,Honda,New England,228918.7995,Acer
138716.2882,67,High School Degree,Cadillac,South Atlantic,79978.4475,Sony
66656.09255,47,Less than High School Degree,Kia,East North Central,284048.5394,Sony
93658.40894,26,Some College,None of the above,South Atlantic,234605.6276,Acer
108105.3729,74,4-Year College Degree,Mercedes Benz,West North Central,420311.3475,Sony
86221.22473,32,High School Degree,Chrysler,West South Central,230293.5003,Acer
72248.59148,39,High School Degree,Hyundai,Mid-Atlantic,168937.2287,Acer
114656.9446,25,4-Year College Degree,Dodge,East South Central,238132.8179,Sony
94761.91026,73,4-Year College Degree,BMW,Mountain,171740.1399,Sony
136325.7808,52,Some College,BMW,East South Central,118664.6303,Sony
74824.11707,49,Some College,Subaru,South Atlantic,249115.4823,Acer
38217.66031,73,"Master's, Doctoral or Professional Degree",Cadillac,New England,7845.276851,Acer
110830.9248,43,Less than High School Degree,Ford,West South Central,140408.4213,Acer
107735.3028,47,Some College,Cadillac,New England,25581.0878,Acer
139626.5437,46,4-Year College Degree,Chrysler,Mountain,368134.9909,Sony
40969.97699,68,Less than High School Degree,Chrysler,Pacific,357112.4205,Acer
126097.5995,51,"Master's, Doctoral or Professional Degree",Hyundai,Mid-Atlantic,267731.1831,Acer
45086.28575,47,High School Degree,Chevrolet,West South Central,110603.2609,Sony
108441.1188,40,Some College,Nissan,Pacific,488775.4155,Sony
83087.68532,46,Less than High School Degree,Toyota,West North Central,67810.72912,Acer
73199.45413,25,4-Year College Degree,Mazda,West South Central,378167.8471,Acer
83295.48185,68,"Master's, Doctoral or Professional Degree",None of the above,East South Central,390262.0004,Sony
132267.7932,60,Less than High School Degree,Cadillac,New England,169657.2172,Sony
109423.357,72,4-Year College Degree,Jeep,New England,466473.2209,Sony
119454.6445,66,"Master's, Doctoral or Professional Degree",Buick,West South Central,492817.2322,Sony
66928.87083,40,Less than High School Degree,Lincoln,Mid-Atlantic,259774.1318,Sony
80502.01147,20,High School Degree,Nissan,West North Central,487929.2319,Acer
46560.09045,38,Less than High School Degree,Buick,New England,218124.0808,Sony
25522.35673,41,Less than High School Degree,Chrysler,South Atlantic,382934.8842,Sony
38695.42447,67,Some College,Mitsubishi,West South Central,476232.1126,Acer
88762.60097,34,Less than High School Degree,Dodge,Mountain,47687.50042,Acer
137445.2549,64,High School Degree,Nissan,East North Central,384329.413,Sony
112110.7388,33,4-Year College Degree,Buick,West North Central,313160.9004,Sony
32985.69926,53,4-Year College Degree,Mitsubishi,West North Central,427017.3706,Sony
109166.3302,69,4-Year College Degree,Nissan,Pacific,39976.29007,Sony
39779.63696,56,High School Degree,Ford,West North Central,202291.1163,Sony
80619.28217,25,Less than High School Degree,Mazda,Mountain,13392.80178,Acer
51573.48157,76,"Master's, Doctoral or Professional Degree",Ram,Pacific,310454.3434,Acer
82332.67683,63,Less than High School Degree,Ford,West South Central,473505.8933,Sony
146095.3486,58,Less than High School Degree,Cadillac,Mid-Atlantic,351890.4988,Sony
139186.7107,33,Some College,Subaru,East South Central,38499.81538,Sony
47864.92013,39,Some College,Jeep,West South Central,371978.3346,Sony
23603.73083,51,4-Year College Degree,BMW,East North Central,499785.7222,Sony
72882.02367,54,Less than High School Degree,Ford,East South Central,188602.7848,Acer
49522.58359,38,"Master's, Doctoral or Professional Degree",Cadillac,New England,319287.6731,Sony
55152.82124,44,Some College,Dodge,Pacific,259275.1825,Sony
130777.9149,65,High School Degree,Chrysler,West South Central,203930.9546,Sony
64399.04497,46,Some College,Mitsubishi,East North Central,98282.0807,Sony
113189.8609,31,"Master's, Doctoral or Professional Degree",BMW,Mountain,420287.2809,Sony
110233.8238,80,High School Degree,BMW,East South Central,58202.33857,Sony
33906.71469,59,"Master's, Doctoral or Professional Degree",Buick,Mountain,278563.9526,Sony
128071.5556,20,"Master's, Doctoral or Professional Degree",Honda,New England,411078.1157,Sony
26370.1659,49,"Master's, Doctoral or Professional Degree",Mazda,Mountain,273860.9025,Sony
61588.1161,43,4-Year College Degree,Cadillac,Pacific,449536.5457,Sony
44528.89594,60,Less than High School Degree,Cadillac,East South Central,229224.3664,Acer
69848.13866,61,4-Year College Degree,Mitsubishi,East North Central,354698.132,Acer
108486.1858,69,Some College,Jeep,West North Central,32028.14197,Sony
49828.35609,47,High School Degree,Hyundai,East North Central,229715.393,Sony
87020.74915,69,Less than High School Degree,Subaru,New England,81515.60147,Sony
38385.73704,42,"Master's, Doctoral or Professional Degree",Mercedes Benz,Mountain,348738.4626,Sony
114220.7056,70,High School Degree,Ford,East North Central,211340.7517,Sony
103784.7548,67,4-Year College Degree,Jeep,Mountain,439151.5577,Sony
63673.58127,74,Less than High School Degree,Mazda,Mid-Atlantic,482756.1017,Acer
33455.81404,27,Less than High School Degree,Nissan,East South Central,266611.4249,Sony
38706.15472,80,Less than High School Degree,Jeep,Mountain,155482.1175,Acer
114985.3969,26,Some College,Hyundai,West North Central,149082.727,Sony
34667.63258,40,Some College,Ford,Pacific,465696.0312,Sony
52356.50614,60,4-Year College Degree,Mazda,New England,52812.02977,Sony
112243.2025,75,4-Year College Degree,Ford,South Atlantic,13244.34227,Sony
56139.52652,71,High School Degree,Mazda,East North Central,452401.7363,Acer
79790.90127,32,Less than High School Degree,Buick,Mid-Atlantic,264665.1801,Acer
117754.9254,58,High School Degree,Cadillac,East North Central,83658.53159,Acer
45749.98366,80,High School Degree,None of the above,West South Central,382337.0724,Acer
75029.66247,68,Less than High School Degree,Ford,East North Central,234086.1672,Sony
150000.0,53,High School Degree,Mazda,South Atlantic,370382.7699,Sony
139535.1177,37,High School Degree,Cadillac,West South Central,294285.0804,Sony
109438.1848,46,Less than High School Degree,Chrysler,Mid-Atlantic,451526.4514,Acer
85030.36477,41,"Master's, Doctoral or Professional Degree",Cadillac,Mountain,55931.11887,Acer
118136.6713,76,4-Year College Degree,Mercedes Benz,New England,92518.57782,Sony
22599.52418,63,High School Degree,Mazda,New England,152075.0026,Sony
105382.5579,24,4-Year College Degree,Chevrolet,West North Central,476892.281,Sony
22320.25755,43,High School Degree,Mercedes Benz,East North Central,364106.0255,Sony
60073.36599,39,Some College,Mitsubishi,South Atlantic,352300.5455,Acer
113078.3041,69,4-Year College Degree,Nissan,East North Central,301042.9796,Sony
143826.1481,74,4-Year College Degree,Toyota,Pacific,152617.9311,Sony
145779.634,73,Some College,Chevrolet,West North Central,409878.3802,Sony
39470.56346,56,4-Year College Degree,Toyota,New England,429110.5491,Sony
50604.43884,36,Less than High School Degree,Mercedes Benz,New England,400452.5108,Sony
22033.128,70,High School Degree,Hyundai,East South Central,96661.63731,Acer
125122.6561,49,4-Year College Degree,BMW,Mid-Atlantic,291966.0385,Sony
69189.24711,42,4-Year College Degree,Chrysler,Pacific,126617.4038,Sony
93210.95476,53,Some College,BMW,East South Central,233092.2496,Acer
38214.77557,33,High School Degree,Mazda,West South Central,124867.2266,Sony
28269.01676,53,Some College,Hyundai,South Atlantic,133350.9975,Sony
85250.96318,42,High School Degree,Ram,New England,258832.2319,Acer
148618.1414,61,4-Year College Degree,Nissan,Mid-Atlantic,35214.14519,Sony
140191.798,41,4-Year College Degree,Honda,New England,261158.5263,Sony
35534.49096,25,Less than High School Degree,Jeep,New England,455760.5628,Sony
71762.91724,64,4-Year College Degree,Ram,Pacific,303198.5589,Acer
27851.7532,62,"Master's, Doctoral or Professional Degree",Ford,Mid-Atlantic,31412.00352,Sony
121622.6567,33,Less than High School Degree,Ford,South Atlantic,191721.382,Sony
106693.4515,37,4-Year College Degree,Dodge,Pacific,354574.771,Sony
144077.9697,41,High School Degree,Honda,East North Central,255570.7597,Sony
58375.65067,46,"Master's, Doctoral or Professional Degree",Honda,West South Central,38098.15162,Sony
24610.08481,51,Some College,Buick,South Atlantic,244852.4939,Sony
110717.5456,30,Some College,Dodge,Pacific,500000.0,Sony
97544.01905,68,High School Degree,Mitsubishi,New England,92667.63335,Sony
34093.79709,27,4-Year College Degree,Mercedes Benz,Pacific,312355.142,Sony
65032.92282,20,High School Degree,Mazda,West North Central,253708.5251,Acer
45953.89089,52,"Master's, Doctoral or Professional Degree",Buick,West North Central,457706.1283,Sony
70072.79512,26,High School Degree,Subaru,West North Central,117522.0598,Acer
90039.11985,70,"Master's, Doctoral or Professional Degree",Subaru,New England,427660.7098,Sony
105700.4792,76,4-Year College Degree,Honda,New England,36860.06384,Sony
37687.85512,65,4-Year College Degree,Chevrolet,West South Central,60234.37918,Acer
62912.08788,38,Less than High School Degree,Buick,West South Central,283159.6241,Acer
79115.9205,25,Less than High School Degree,BMW,South Atlantic,56019.31727,Acer
99103.25343,41,Less than High School Degree,None of the above,New England,97506.10551,Acer
62006.48109,78,Some College,Cadillac,New England,41226.30572,Acer
47250.24237,77,Some College,Chrysler,West South Central,340356.1308,Acer
86156.25961,55,"Master's, Doctoral or Professional Degree",Ram,Pacific,388536.0559,Acer
46404.9763,40,"Master's, Doctoral or Professional Degree",Ford,East North Central,299239.7201,Sony
52474.30748,58,High School Degree,Honda,Pacific,436137.7074,Acer
63006.39649,28,High School Degree,Cadillac,Pacific,106846.6734,Acer
134176.4193,24,High School Degree,Mercedes Benz,East North Central,445506.6003,Sony
145087.5398,47,"Master's, Doctoral or Professional Degree",BMW,Pacific,378449.2275,Sony
63263.97832,46,"Master's, Doctoral or Professional Degree",None of the above,East South Central,371157.8427,Sony
32861.47742,79,Some College,Ford,South Atlantic,173131.0746,Acer
105840.6147,27,"Master's, Doctoral or Professional Degree",Honda,Mountain,121224.9554,Sony
44653.34308,50,"Master's, Doctoral or Professional Degree",Mazda,East South Central,470271.9961,Sony
117970.8661,69,High School Degree,Kia,East South Central,205974.8183,Sony
121412.3944,35,Less than High School Degree,Mazda,West North Central,283995.6557,Sony
146991.9827,70,High School Degree,BMW,New England,391207.7223,Sony
48105.82231,55,4-Year College Degree,Nissan,West North Central,301857.2636,Sony
78797.88516,43,Some College,Chevrolet,New England,365135.2788,Acer
118175.4937,57,Less than High School Degree,Hyundai,East South Central,61755.75483,Acer
100430.1526,65,4-Year College Degree,Chevrolet,New England,236739.1498,Sony
109141.4811,55,4-Year College Degree,Dodge,Mid-Atlantic,65259.17481,Acer
34195.95595,38,High School Degree,None of the above,West North Central,396629.5997,Sony
81771.68636,55,Less than High School Degree,Jeep,Mountain,418905.1934,Acer
65490.11227,34,"Master's, Doctoral or Professional Degree",Honda,New England,408459.1798,Acer
89826.34192,59,Some College,Ram,West South Central,38191.06598,Acer
59086.47647,41,High School Degree,Nissan,Mid-Atlantic,135392.4162,Sony
56582.63636,77,Less than High School Degree,Ram,West South Central,378077.6784,Acer
47018.64364,56,Less than High School Degree,Cadillac,South Atlantic,141197.62,Sony
111680.8486,24,Less than High School Degree,Buick,South Atlantic,347092.333,Sony
125674.1129,43,High School Degree,Mazda,Pacific,295824.5927,Acer
85690.69008,22,4-Year College Degree,None of the above,Mountain,8842.163672,Acer
102735.0319,34,4-Year College Degree,Jeep,Mid-Atlantic,471466.6184,Acer
72238.88302,67,Less than High School Degree,Mitsubishi,Pacific,236900.9299,Acer
75175.22366,33,4-Year College Degree,Jeep,New England,175401.6685,Acer
29206.28278,75,4-Year College Degree,Nissan,Mid-Atlantic,202045.5949,Acer
91553.90134,75,"Master's, Doctoral or Professional Degree",Chevrolet,West North Central,454829.525,Sony
56229.05436,26,Less than High School Degree,Ram,West North Central,195650.035,Acer
69067.56541,59,4-Year College Degree,Cadillac,West South Central,118437.2118,Acer
20000.0,20,Some College,Mitsubishi,East South Central,63123.78797,Sony
46576.72464,77,High School Degree,Ram,East South Central,290451.6266,Acer
70667.09562,25,High School Degree,Chrysler,West North Central,455738.0393,Acer
63244.56942,40,Some College,Ford,East North Central,155001.5929,Acer
100785.0901,40,4-Year College Degree,Ram,West North Central,35589.09393,Sony
37772.96568,73,"Master's, Doctoral or Professional Degree",Mazda,South Atlantic,113676.5437,Acer
85494.2231,68,"Master's, Doctoral or Professional Degree",Jeep,New England,330220.7086,Sony
70013.91375,52,Some College,Buick,Mid-Atlantic,199401.8709,Sony
144383.2662,69,4-Year College Degree,Honda,West North Central,473996.2451,Sony
44417.50134,35,Some College,Mitsubishi,West South Central,351521.7671,Sony
101165.1551,67,4-Year College Degree,Chevrolet,East North Central,500000.0,Sony
98493.56343,70,Some College,BMW,East South Central,454138.2123,Sony
103431.4082,57,Less than High School Degree,Mazda,Mountain,77365.43465,Acer
126337.3942,38,Less than High School Degree,Toyota,Mountain,477479.9274,Sony
88339.04721,40,Some College,Ford,South Atlantic,424709.2531,Acer
86745.47997,69,High School Degree,BMW,West North Central,270849.6615,Sony
64286.8601,55,Less than High School Degree,Mercedes Benz,Pacific,406534.3124,Sony
72130.59871,80,Some College,Toyota,East North Central,200612.3631,Acer
120631.19,77,Less than High School Degree,Subaru,Mid-Atlantic,234425.7199,Sony
132847.4162,59,Some College,Mercedes Benz,West North Central,418344.6691,Sony
134880.7715,79,4-Year College Degree,Lincoln,East South Central,99831.22052,Sony
133470.3247,67,"Master's, Doctoral or Professional Degree",Buick,South Atlantic,201075.6085,Sony
84944.89893,28,Some College,Ram,East South Central,213684.0042,Acer
97401.11992,37,High School Degree,Chevrolet,New England,153701.7144,Acer
44204.18154,24,4-Year College Degree,Toyota,East South Central,343063.3855,Sony
26469.75718,66,High School Degree,Buick,East South Central,0.0,Acer
91035.5063,53,"Master's, Doctoral or Professional Degree",Chrysler,East South Central,112484.6534,Acer
20000.0,77,Less than High School Degree,None of the above,East North Central,253754.7115,Sony
62487.8745,73,4-Year College Degree,Hyundai,West North Central,97114.63562,Acer
103886.7728,79,Less than High School Degree,Mazda,East North Central,151861.8402,Sony
98970.09339,70,"Master's, Doctoral or Professional Degree",Cadillac,West South Central,411322.8009,Sony
115150.2144,34,Some College,Jeep,East North Central,46063.67929,Sony
33977.8342,46,4-Year College Degree,Ram,Pacific,93179.22373,Sony
137774.8243,30,High School Degree,None of the above,Mountain,500000.0,Sony
117047.3978,28,Some College,Buick,West South Central,4483.056536,Sony
124751.8636,46,High School Degree,Mitsubishi,East North Central,307971.7701,Sony
108492.8347,56,4-Year College Degree,Toyota,South Atlantic,391474.1501,Acer
131570.9508,52,Less than High School Degree,Ram,New England,73807.13588,Sony
93480.67705,62,Less than High School Degree,Nissan,Mountain,208285.0291,Sony
118226.8182,71,4-Year College Degree,Dodge,Mid-Atlantic,386631.1129,Sony
84283.82166,40,4-Year College Degree,Nissan,Mountain,113956.0616,Acer
75052.44722,40,"Master's, Doctoral or Professional Degree",Buick,West North Central,206744.8375,Sony
20000.0,70,Some College,Chrysler,West South Central,461232.6679,Sony
64540.86891,20,High School Degree,Chevrolet,New England,294264.5322,Acer
133938.7191,73,"Master's, Doctoral or Professional Degree",Ram,West South Central,492618.8107,Sony
109374.3811,54,Some College,Ford,New England,3412.160227,Acer
48551.06641,39,High School Degree,Subaru,East South Central,175388.5289,Sony
66921.77067,33,Some College,Subaru,South Atlantic,204950.0758,Acer
77389.38694,29,Some College,Mitsubishi,Mountain,369061.3486,Acer
89184.08146,42,"Master's, Doctoral or Professional Degree",Mazda,Mountain,246411.5919,Acer
121735.5422,26,"Master's, Doctoral or Professional Degree",Jeep,Mid-Atlantic,373514.4802,Sony
21359.89158,42,4-Year College Degree,Toyota,West North Central,332893.521,Sony
116878.6044,34,High School Degree,Hyundai,New England,90857.37122,Sony
114157.4705,33,Less than High School Degree,Mitsubishi,Pacific,328350.9964,Sony
75147.59743,80,High School Degree,Toyota,New England,500000.0,Acer
20975.30172,23,4-Year College Degree,Ford,West South Central,238601.0342,Sony
123342.4804,47,High School Degree,Mazda,South Atlantic,256838.0626,Acer
142671.3918,28,Less than High School Degree,Mazda,East North Central,480029.7775,Sony
25358.58244,23,High School Degree,Nissan,New England,57716.05784,Sony
134783.8998,23,"Master's, Doctoral or Professional Degree",Ford,East North Central,441369.5884,Sony
71161.18136,48,Some College,Mercedes Benz,East South Central,404608.5655,Sony
144606.9184,36,Less than High School Degree,Nissan,West South Central,210526.9323,Sony
31040.58841,45,"Master's, Doctoral or Professional Degree",Mercedes Benz,South Atlantic,83877.99663,Sony
32045.27552,41,4-Year College Degree,Cadillac,Mountain,185192.7438,Sony
143694.3221,46,Some College,Toyota,South Atlantic,335187.1537,Sony
122082.2275,51,"Master's, Doctoral or Professional Degree",Dodge,East North Central,143505.9243,Acer
136238.7174,51,High School Degree,Jeep,West South Central,334827.8805,Sony
20714.30434,67,Less than High School Degree,Dodge,East South Central,94073.28415,Sony
73495.83973,35,Some College,Buick,East North Central,258701.3644,Acer
98383.98552,59,High School Degree,Chrysler,South Atlantic,239965.5616,Acer
109015.3841,70,High School Degree,Nissan,East North Central,382215.8565,Sony
75298.11902,62,4-Year College Degree,Toyota,East South Central,111770.6336,Sony
120179.1577,62,"Master's, Doctoral or Professional Degree",Ram,East North Central,202643.5028,Sony
22586.83296,22,"Master's, Doctoral or Professional Degree",Mazda,Mid-Atlantic,467685.5217,Sony
113388.7274,72,Less than High School Degree,Nissan,East South Central,430793.4151,Sony
132747.5062,38,4-Year College Degree,Dodge,South Atlantic,37775.53026,Sony
69133.79846,78,Some College,Cadillac,Mid-Atlantic,104982.5234,Sony
71637.65957,48,Some College,Toyota,Mid-Atlantic,4633.82445,Sony
92976.13895,80,4-Year College Degree,Ram,West South Central,76533.12288,Sony
45736.93397,20,Less than High School Degree,Chrysler,West South Central,492482.7887,Sony
87496.25733,67,Some College,Chrysler,West South Central,58074.12025,Sony
79785.62811,53,Some College,Chrysler,West South Central,288187.6041,Acer
71530.08928,61,High School Degree,Chevrolet,South Atlantic,211495.1779,Acer
141259.6632,61,High School Degree,Mercedes Benz,New England,236394.1561,Sony
111416.463,32,"Master's, Doctoral or Professional Degree",Chevrolet,West South Central,276142.3662,Sony
26058.15405,35,4-Year College Degree,Chrysler,New England,427370.6718,Sony
101565.3294,71,Less than High School Degree,Ram,South Atlantic,321305.5014,Sony
98966.72564,72,Some College,Jeep,West South Central,141537.7239,Sony
110458.0817,48,4-Year College Degree,Mercedes Benz,Mountain,278017.6941,Acer
80468.79084,50,"Master's, Doctoral or Professional Degree",Honda,New England,28321.8163,Acer
44423.59944,52,High School Degree,Dodge,South Atlantic,285479.5325,Sony
87107.14751,53,High School Degree,Buick,Pacific,341825.1301,Acer
150000.0,40,High School Degree,Kia,Mid-Atlantic,237528.7037,Sony
96787.44045,22,"Master's, Doctoral or Professional Degree",Toyota,East South Central,425885.8895,Acer
127835.847,69,Less than High School Degree,Lincoln,Mountain,255472.586,Sony
118392.3467,79,High School Degree,Hyundai,East North Central,127936.1893,Sony
120667.6238,64,4-Year College Degree,Lincoln,New England,418688.0956,Sony
133292.6651,25,4-Year College Degree,Mitsubishi,Pacific,271313.5485,Sony
39098.39041,76,Less than High School Degree,Hyundai,South Atlantic,359015.322,Acer
143589.6104,44,High School Degree,Chevrolet,Pacific,46215.87619,Sony
89560.13496,65,High School Degree,Ram,Pacific,395558.3925,Sony
22729.38445,74,Less than High School Degree,Mitsubishi,West South Central,168961.1028,Sony
118820.5406,29,High School Degree,Mazda,West South Central,416071.9496,Sony
81868.92329,63,Less than High School Degree,Dodge,East South Central,251368.6949,Sony
27882.76118,35,High School Degree,Cadillac,West North Central,276479.2528,Sony
46912.26486,25,"Master's, Doctoral or Professional Degree",Nissan,Pacific,377083.1277,Sony
28467.7942,67,Less than High School Degree,Hyundai,Mid-Atlantic,147779.3445,Sony
101537.1003,34,Some College,Nissan,East South Central,315785.1629,Sony
110344.9259,80,Less than High School Degree,Chrysler,West South Central,221952.3953,Sony
43065.48481,39,Less than High School Degree,Honda,Pacific,101437.1137,Sony
27297.51109,55,Some College,Subaru,East North Central,23465.69089,Sony
143150.7736,21,Less than High School Degree,Toyota,New England,178031.7876,Sony
89186.63739,37,Some College,Cadillac,West North Central,229216.1607,Acer
111285.059,75,4-Year College Degree,BMW,East South Central,423776.8798,Sony
105210.6447,62,High School Degree,Ram,Pacific,220308.0716,Sony
124978.5379,46,High School Degree,Kia,West North Central,418219.8397,Acer
59849.42609,77,4-Year College Degree,Lincoln,Pacific,324355.0058,Acer
143519.4767,46,Some College,None of the above,West North Central,180084.0921,Sony
143821.8738,48,Less than High School Degree,Honda,Pacific,180542.2459,Sony
35302.23412,80,High School Degree,BMW,New England,400167.5599,Acer
109001.0522,65,High School Degree,Ford,West North Central,147555.0529,Sony
45099.36943,53,Some College,Lincoln,Mid-Atlantic,388165.5885,Sony
87952.01927,76,4-Year College Degree,Honda,Mid-Atlantic,17177.17612,Sony
64426.01789,80,High School Degree,Jeep,Mid-Atlantic,401866.6974,Acer
23246.84249,47,"Master's, Doctoral or Professional Degree",Chrysler,East South Central,112961.0033,Sony
111931.0839,61,Some College,Mitsubishi,South Atlantic,288977.1223,Sony
90344.54718,31,"Master's, Doctoral or Professional Degree",Buick,West South Central,465250.1725,Acer
149228.9922,29,Less than High School Degree,Lincoln,Mountain,201615.3606,Sony
24835.20515,24,"Master's, Doctoral or Professional Degree",Buick,Mid-Atlantic,53823.95065,Sony
86059.61223,53,Some College,Kia,East South Central,409131.9762,Acer
73821.81229,74,4-Year College Degree,None of the above,Pacific,166677.929,Acer
141074.2584,48,Some College,Mazda,East South Central,444417.8193,Sony
150000.0,22,4-Year College Degree,Chevrolet,East North Central,94254.89563,Sony
41786.97924,35,"Master's, Doctoral or Professional Degree",Nissan,New England,142668.8286,Sony
52232.14008,40,Less than High School Degree,Ford,South Atlantic,443298.8201,Sony
98601.10947,36,High School Degree,Mercedes Benz,Pacific,366168.3926,Sony
91869.47151,58,4-Year College Degree,Dodge,Mid-Atlantic,23777.81556,Acer
36727.9501,75,Some College,Lincoln,West South Central,422952.459,Acer
45493.68804,38,"Master's, Doctoral or Professional Degree",Chrysler,Pacific,357745.4586,Sony
